class,tweet
0,"@paolo Like...Charlie Chan-style? (Never saw that, either.) Hmm...makes me think of the ""Cockneys"" in the Killzone series."
0,@patrickkimmis @White1979 Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
0,@pauIjac because their parental unit is trash.
0,"@pcrossvol there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker"""
0,"@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them."
1,@peteyhoti @aubreykelson 'ell naw dogs run this bitch
0,@peteyhoti that funky monkey
0,"@phalaenadispar 
How day feel bout colored folk?"
1,@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed
1,@piersmorgan @JeremyClarkson You two need to stop acting like two little bitches.
1,@piersmorgan his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall
1,"@pistol_pete96 @ZP3_ fuck y'all if you doubt me, I'm a piece of white trash I say it proudly"
0,"@politicsofamy Whoa easy Amy, don't slag the Canucks too much with such a generalization"
1,"@politsoutherner @leahmeyer49 
If you don't vote you don't have a right to complain. That being said, I didn't vote for the son of a bitch&#128515;"
1,"@politsoutherner @leahmeyer49 
Yeah, I'd want to shoot the son of a bitch myself. LOL"
1,@poloswagmaster if you go could you hook up the plant city faggots or
1,@polotags20 pussy
0,@pontotoc2 Aren't they the best? There story is here: http://t.co/Hs3nIFMueK. Now it's time to visit our yellow friends at @21cCincinnati!
1,@potpwincess @longbongchris she's a dyke
1,@potpwincess bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..
0,"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?"
1,@prettygrl_rocky ugly dyke
1,@prettymofocka I'm outside where you at?!?! And I'm the pussy
1,@princessfaggit I don't see tears bitch
1,@princesshil21 if you hate men so much why you trying to look like one? Stupid little cunt
1,@protegykid I would reply with the red emoji but I'm not a nigger
0,@prtini Yes. And the @Yankees. And stalking weird people. SO MANY THINGS. #pr20chat
0,"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto."
1,@pufntrees the bitch ass nigga I just called a bitch
1,@quezada_carlos7. Right these hoes on my dick about u dats how
0,@rachaelkbrown @BillyButlerKC @Oreo unexplainable!
0,@rachel_gautreau @babyydrey hey Rachel G my name isint Kenneth ok let's just get that straight &#128070; you best be backing off before I go ghetto
1,@rachh_burkhart grow a pair pussy
0,@ramaxe1965 dubya hates todays teabagger movement.
0,@rasheedibrahim_ once it gets cold yall gonna be trash again lol
0,@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101
1,@ratedtfxrtaylor text me queer bait
0,@ravenalegria13 @prattprattpratt I was impressed that anybody could chug a Smirnoff Ice that quickly.
0,@rbigwood @GameOfArmsAMC of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!
0,@rbigwood when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips!
0,@regankelly91 go the gulls. First grade should be a cracker. Physical!
0,"@rem @slicknet @netmag right, so the link would be your trash bin &#8230; gotcha"
1,@renfro_tiffany @ADawg2016 adawg getcho ghetto booty up
0,"@richarddeitsch yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
1,"@rickahyatt @donaldbroom @Poysti 
That bastard Obama is giving them to the f-ing wetbacks."
1,@rikki_lovee bitch! Why can't I retweet your shit?! Lol love you! Hope you're having a great bday! (:
1,"@rilantis_1732 I was hoping you went with the Mr. Chow part on hangover 2. ""But did you die?"" Dumb bitch ass sloot!!"
1,"@rniXX oh yeah and fuck the Lakers too, bitch boi!"
0,@rochaaxx yellow
0,@ronniecaine so 'how bout now' was just trash huh.
1,@rubberchloe okay love you bitch
0,@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING
1,@ryancommakerry I'll actually kill that bitch
1,@ryancruz_ brandy wanna b down ass bitches &#128533;
0,"@ryanhoover like we all never gave the camera ""the bird""."
1,@sadiiex_ Lol shut up bitch..im alive! i just been going through it...but im good now
1,@sajeffress tag me pussy ill fite u
1,@salome110thebe1 whats good then bitch Ass nigga catch your phase
1,@samistonge some fucking bitches &#128514;&#128514;
0,@samzbikowski chug ranch
0,@sandcowboy31 hey it's hillbilly jim and Greg the hammer valentine #pffttt
0,"@santagati that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.&#128513;)"
1,@santos_brina what a ratchet ass bitch bet she felt dumb&#9996;&#65039;
1,@saraelizabethj4 that's what happens when you date a colored
1,@sarahVICwood im going to murder that fucking cunt
1,@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch
1,"@saucygyro bamoose the prophet was right ""thy hoes ain't loyal"" http://t.co/wOxmzRZbrb"
1,@saucygyro she's a dyke &amp; looks like she's 12
1,@saucygyro that was back when nigger music was decent
0,@savannahx___ negative slopes aka a chart of my grades in math
1,@sbsylvester @hunterbuch66 @kieffer_jason y'all some pussy ass niggas
1,@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.
1,@sbsylvester how could I be a fag? But I like bitches please tell me
1,@sbsylvester yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid
0,@schola_gomes oh I'll make you some brownies alright;)))
1,@scronybitch @TryHardSilva no bitch
0,"@seanphathaway That wasn't as bad, though drawing conclusions about ""WHITE AMERICA"" based on a 1,000 person poll is a slippery slope."
0,"@secretasianman @kitt Yeah, she's a real pom maven."
0,@section90sSoul yall defense too trash for that &#128514;&#128514;&#128514;
0,"@sekhmet1975 Cactus is a yellow lab chow mix too! Hershey was everybody's ""active"" buddy. Cactus is one special pup. She's an Angel."
0,@selenalinn_ the jets are trash my bad i see what you meant &#128514;
0,@selina_dabbagh the song? About pollo hermanos and Heisenberg?
1,@septemberTHA15 @CallMeRenee_ Wussup bitch
0,"@serenity_23 I assume so, the tranny went out this morning. I have a maxima."
0,@sevensixxx_ @oldirtyjesus great reply except it was trash
0,@shanetallant he won't bite! We promise he's a friendly bird :)
1,@shefeelsD_Payne nigga don't be telling my business on this hoe lol
1,@shmapplemen haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho
1,@sho_time_ @MitchVorce chill ur pussy gay af
1,@shoe1945 @NotoriousBM95 @333England shut ur faggot ass up you thirsty pussy
0,"@shrekkalove 
You speak colored too?
I thinks I be in love"
1,@shyhoof @umbralfox @Feyote Lamashtu has some great orgies but is a total bitch. lol : P
0,@simons_lives keep in shape for the ski slopes
0,@simonslives @recordstoreday cheers dude might nip to town for #TheEditors #Vinyl ;-) #MusicMatters
0,@sippey That's where birds came from.
0,@sisternoles Fingers crossed for you. If not? Chug chug chug lol
1,@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;
0,@skyereyes_ you a Oreo cookie now.
0,@slayerific13 @brenda_skelton @daisymcgarr Don't get me wrong G.. I'd hunt birds but that's a lot of work &amp;.. well I just ain't that hungry
0,@slayerific13 @brenda_skelton @daisymcgarr I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun
0,@slayerific13 @daisymcgarr Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.
1,@sleepe21 these hoes gay thats why
0,@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr
1,@slickvick47 @itstattoos it's not colored in... dumb dick
1,@sloganDomono cause you got you wife on the left an bitches on the right nigga man logic #puss
0,@smokeabluntdgaf @Haiimbreanna You guys don't get evolution do you? You only share a common ancestor with apes.
0,@snortcourt13 @TripleAAAYY1995 @c_allen21 @JBake0622 apes
0,@solopo82 y'all got the Taxis right now? And can I get the Oreo 5's right now if possible?
1,@sorryimalex wake up you little bitch and follow me
0,"@spence1reed_ bro , i heard slaughter songs .. they all trash .. they just freestylers"
1,@spoilmeharder @ChaldeanCutie Greta... You let a fag do this to me I thought we were cool
0,@sportswatch time to dump another diet coke in the trash
1,@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;
1,@sramirez07943 you don't know where I llive you stupid cunt &#128014;
0,"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles"
1,"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG"
1,@steveeearley @TheChaseUSA @MarkLabbett That cracker as big as he looks on TV?
1,@stonethegreat23 niqqa that's every white person just because some might seem down to earth don't mean there not gonna use nigger against us
0,@strawberrycoca ling ling krunkchip
0,@suchy_monster you make me feel all warm and fuzzy inside &#128522; #youCANsitwithus
1,@summerdawn_1996 #NudesAreMyLife omfg that's mine faggot
1,@survivedby @rootsarecertain I figured I was just shocked out hoe old that tweet was lol
0,@sweetlou462 Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.
0,@sweetlou462 thanks Hun. &lt;3 I'm so crushed. I love working out. It'll be 2months gone by the time I go back. :/
0,@syd_renae okay cool then I'm not the only one &#128520; mine is black and fuzzy and it has PINK on the back in all sparkles &#128081; hallelujah
0,@tarbetto. Find one where be beat Nathan Moons head into the ice too. Ol Andrew is straight trash as far as hockey.
1,@tay_waldon onlife yal niggas funny man lol Lonnie was suppose to get out of that bitch after he was up a band smh
1,@taylorlynn_15 Hey it works. Most people hate me for it but as long as I'm still happy they can bitch all they want &#128514;&#128077;
1,"@tayscalf 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day"
0,@tayscalf must have run out of brownies
0,"@tdwp327 practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect."
0,@team_Darrion night jigaboo http://t.co/vxKCG4yGXF
0,@teapot Great GIF. Got a source URL for @gifs?
0,"@terrorwatchusa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". #liberals #democrats"
1,"@thecoreyholcomb ""s/o the fat bitches who ride dick with a t-shirt on"" &#128514;&#128514;&#128514;"
0,@theeCHACO @danawhite you watching this trash?
0,@theejustinholt the redskins are doing pretty good this year &#128514;&#128514;
0,@theejustinholt trash of the cowboys beat the redskins twice last year &#128517;
0,"@thejokerxo nah, they let French Montana spit trash at will"
1,@thejournalist44 best O-Lineman is a rookie. It's him and a bunch of retards I wouldn't trust with a potato gun.
0,"@thelovemaster ""I'm gonna nip you right in the bud!"""
0,@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn
0,@thereal_EMandM texans d/st won't play the redskins again this year...
0,@therealduxy @TKFan01 *too pretty...not *to pretty. Jeezus...my redneck education is showing.
0,@therealjuicyj @ProjectPatHcp yea ho
1,@thewagnerer fags***
0,"@tmundal just because some moist bint lobbed a sword at you, you think you're some la-de-da king?"
0,"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans"
1,@tommymanson pussy
0,@tonipmusic woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby
0,"@tonynolanlive ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;"
0,@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.
1,"@tranSactionRAP nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they ain't sucking, walk it out"
0,@travistefft I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game
0,@treagle05 early bird gets the worm tomcat
1,@trestiffer lil b already to puff for the hoes
1,@treyspears3 it's fucking real retard holy fuck can you not read my tweets fucktard?
1,@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line
1,@triple6em96 @longbongchris stfu you stupid bitch? Like leave us alone? No one gives a fuck about you. Bruh just block her. We're good.
